3.19,1589.371704,730,27320,1871,600,2.42,148.871689,177.309082,55,3868.833252
3.22,1513.964722,722,27090,1863,600,2.42,142.230942,169.391647,55,3762.830322
3.22,1536.591797,728,27350,1866,600,2.42,144.356659,171.923279,55,3804.402344
3.22,1585.553955,721,27380,1865,600,2.42,148.956451,177.401489,55,3848.109863
3.19,1541.559082,730,27190,1861,600,2.42,144.393219,171.975143,55,3505.0271
3.22,1575.839478,721,27100,1858,600,2.42,148.043823,176.31456,55,3844.734131
3.22,1554.341797,795,27019,1858,600,2.42,146.0242,173.909271,55,3745.417725
3.22,1536.441895,721,27330,1869,600,2.42,144.342575,171.906509,55,3954.775146
3.02,1540.949463,767,27330,1874,600,2.42,141.899872,169.052734,55,3875.26416
3.02,1544.987305,775,27280,1865,600,2.42,142.271698,169.495697,55,3885.418701
2.89,1540.209961,743,26198,1835,577.70343,2.14,139.969666,166.922821,55,2971.607178
3.02,1564.446045,775,27250,1868,600,2.42,144.063583,171.630463,55,3677.804688
2.92,1528.636597,774,26989,1855,585.770203,2.14,139.344406,166.169586,55,2966.400879
2.92,1553.582031,793,27280,1872,600,2.14,141.618332,168.881287,55,4935.121094
2.92,1547.885498,797,27250,1868,540,2.14,141.09906,168.262054,55,3296.517334
2.92,1534.902832,798,27100,1863,600,2.14,139.915604,166.850769,55,3342.795898
2.92,1527.886963,798,27200,1863,600,2.14,139.276077,166.088104,55,3327.516602
3.19,1560.738037,660,27090,1862,600,2.42,146.189651,174.114731,55,3754.228516
3.02,1567.934082,774,27190,1865,540,2.42,144.384781,172.013123,55,3835.998779
3.02,1563.766357,775,27300,1866,600,2.42,144.000992,171.555908,55,3686.872559
2.89,1539.400391,755,25366,1807,600,2.14,139.896088,166.835083,55,3103.349609
3.02,1574.250488,687,24144,1776,600,2.42,144.966431,172.706085,55,3727.01416
2.52,1559.70874,926,27190,1864,600,2.14,136.374695,162.730606,55,4716.306641
3.22,1538.990479,721,27110,1859,600,2.42,144.582001,172.191666,55,3928.811523
2.52,1509.199951,927,27190,1870,600,2.14,131.958405,157.460831,55,3439.225098
2.52,1576.579102,825,27049,1869,600,2.14,137.849762,164.490768,55,4834.178711
2.52,1578.907959,927,27230,1868,600,2.14,138.053391,164.733749,55,4841.319336
2.52,1592.100342,925,27220,1874,600,2.14,139.206894,166.110153,55,4884.776855
3.02,1552.572876,767,27019,1861,600,2.42,142.970215,170.327896,55,3733.06665
2.92,1555.960938,797,27080,1865,600,2.14,141.835175,169.139877,55,5045.616211
3.19,1596.587646,732,27200,1861,600,2.42,149.547577,178.11409,55,3940.181885
3.22,1535.782471,722,27390,1871,600,2.42,144.280624,171.832733,55,4161.505859
3.22,1537.421509,722,27140,1860,600,2.42,144.434601,172.016129,55,4170.693359
3.22,1554.421753,722,27330,1866,600,2.42,146.031708,173.918213,55,3841.860352
2.29,1468.460815,1083,27450,1924,600,2,125.255302,149.570496,55,3408.95874
2.59,1511.746094,948,27360,1907,600,2.14,133.165176,158.882706,55,3533.64209
2.49,1487.559814,972,27180,1892,600,2,129.65126,154.770966,55,3082.472412
2.49,1538.580811,972,27280,1897,600,2,134.098099,160.079376,55,3073.049561
2.49,1502.101685,1075,30136,1982,600,2,130.918686,156.283966,55,3000.188721
1.99,1438.737915,1083,26508,1909,600,1.86,118.705948,141.863693,55,2943.531982
2.49,1454.5,1260,26388,1874,600,2,126.769859,151.331314,55,2990.585938
2.49,1495.56543,1075,27180,1896,600,2,130.348999,155.603912,55,3075.020264
3.59,1414.691406,733,28236,1956,600,2.42,137.772552,163.987854,55,3667.716553
3.59,1411.783325,990,24796,1867,600,2.42,137.489349,163.650772,55,3656.656494
1.99,1436.089355,1260,27390,1935,600,1.86,118.487427,141.602524,55,2992.903564
2.49,1489.628662,971,27270,1900,524.524292,2,129.831573,154.986237,55,2660.060791
2.49,1505.769531,967,27110,1890,518.116272,2,131.238358,156.665573,55,2688.883789
2.49,1496.674805,967,27140,1898,600,2,130.445694,155.71933,55,3771.874512
2.49,1396.022217,1029,27090,1944,600,2,121.673119,145.247086,55,3518.212891
2.49,1451.560547,971,27290,1938,600,2,126.513664,151.025482,55,3658.178711
2.99,1372.615723,727,26248,1915,202.046585,2.14,126.015732,150.259247,55,2901.699707
2.99,1720.456787,834,26188,1913,600,2.14,157.949982,188.337173,55,5545.705566
2.99,1360.199951,960,30156,2039,206.980301,2.14,124.875885,148.900116,55,2875.452881
1.99,1363.699951,984,26021,2015,251.77153,1.86,112.514786,134.464737,55,2611.289063
3.19,1296.179199,803,25411,1937,600,2.42,121.409218,144.600754,55,4492.062988
3,2026.232056,871,25361,1956,600,2.14,186.210739,222.03154,51.554497,7011.441895
3.5,1320.415405,554,21576,1821,600,2.42,127.486107,151.764709,55,4719.821777
2.59,1380.251465,765,21466,1823,167.154434,2.14,121.582207,145.062775,55,2769.396729
2.89,1331.958984,760,23516,1897,600,2.14,121.044441,144.353287,55,3600.9646
2.89,1339.124634,765,21486,1821,600,2.14,121.695633,145.129868,55,3610.083008
2,1231.516357,1345.599976,25198,2001.800049,0,0,101.723259,122.067909,55,0
2.3,1333.637939,1119.300049,25459,1964.300049,0,0,113.879349,136.655212,55,0
2.99,1274.631592,760,21566,1847,600,2.14,117.020111,139.533005,55,3987.742676
3,1269.05481,721,20006,1795,600,2.14,116.626144,139.061172,55,3974.799805
2.59,1308.912109,849,21416,1813,600,2.14,115.298141,137.565109,55,4136.902832
2.49,1340.933838,849,21506,1820,216,2,116.871773,139.515488,55,2264.608154
2.49,1358.283691,886,21466,1820,574.876648,2,118.383934,141.320618,55,3271.18042
2.99,1261.389282,770,21566,1846,600,2.14,115.804367,138.083374,55,4330.167969
2.99,1267.765503,770,21546,1852,600,2.14,116.389748,138.781372,55,4352.056641
2.99,1255.9823,770,21676,1858,600,2.14,115.307968,137.49147,55,4311.606445
2.99,1319.256104,635,21366,1851,600,2.14,121.116943,144.418015,55,4515.73584
2.29,1114.543091,1114,21576,1947,358.960358,2,95.067184,113.52211,55,1892.392822
2.29,1121.279297,1092,21356,1942,354.174622,2,95.641754,114.208229,55,1903.8302
4.99,1118.530884,509,21466,1936,600,2.71,123.493637,146.548874,46.714355,4836.199219
4.99,845.346924,1094,21136,1928,600,2.71,93.332222,110.756569,55,4221.383789
3.99,1282.027466,770,21266,1816,600,2.42,129.621948,154.197495,55,5254.588867
3.19,1343.712158,678,23222,1861,600,2.42,125.861496,149.903503,55,5106.125977
3.19,1393.083862,738,23402,1863,514.628662,2.42,130.485977,155.411362,55,3582.845947
2.99,1281.238037,797,23152,1888,600,2.14,117.626633,140.25621,55,4535.968262
2.99,1300.506836,803,23432,1896.900024,600,2.14,119.39563,142.36554,55,4653.650391
2.99,1305.913818,738,23202,1883,600,2.14,119.892029,142.957443,55,4672.998535
2.29,1234.03479,1094,21416,1923,257.693451,2,105.259468,125.692978,55,2014.130615
2.3,1132.012939,1094,21396,1925,352.100555,2,96.66259,115.425377,55,1913.476074
2.29,1150.272705,1092,21516,1925,600,2,98.114815,117.161369,55,1871.849365
2.29,1170.740967,1094,21446,1930,600,2,99.860695,119.246162,55,1905.157471
4.99,1108.556519,514,21626,1936,600,2.71,122.392395,145.24205,46.97538,4733.229492
4,1338.625,627.799988,24876,1943.800049,600,2.02,135.468857,161.379456,55,3515.553223
4,1277.400024,642,25456,1962.199951,600,2.02,129.272888,153.998413,55,3354.761719
4.99,1124.927124,511,21446,1930,600,2.71,124.199837,147.386902,44.274338,4957.936523
4.99,1115.912354,511,21456,1932,600,2.71,123.204529,146.205795,44.632004,4922.608398
4.99,1142.707031,1114,21396,1931,600,2.71,126.162849,149.7164,43.585453,5027.531738
4.99,1104.089111,512,21466,1923,600,2.71,121.89917,144.656738,44.484718,4993.92334
2.29,1133.212646,1088,21446,1922,540,2,96.659645,115.423714,55,1932.137085
2.29,1110,1088,21536,1930,600,2,94.679672,113.059372,55,1881.727051
2.29,1165.983643,1107,20566,1940,600,2,99.45491,118.761612,55,1911.650879
2.29,1213.676392,1284,20646,1943,578.403748,2,103.522957,123.619362,55,1989.843872
4.99,1136.990234,514,21506,1930,600,2.71,125.53167,148.967392,42.157539,5229.04248
4.99,1121.569092,509,21416,1922,600,2.71,123.829071,146.94693,42.73719,5165.848145
4.99,1117.62146,513,21196,1934,600,2.71,123.393227,146.429718,42.380501,5226.944336
4.99,1142.976929,513,22706,1971,600,2.71,126.19265,149.75177,41.67831,5308.841797
2,1370.356934,1331.900024,27013,1993.099976,600,1.86,113.191483,135.271271,55,2637.966309
2.75,1476.876099,863.200012,23983,1898.199951,138.616776,2.14,132.291183,157.799789,55,3028.538574
2,1084.090576,1399.099976,22861,2035.5,459.907257,1.66,89.545891,107.059959,55,1335.442139
2,1401.878906,1252.699951,25376,1941.800049,600,1.86,115.795204,138.382889,55,2698.646973
2,1319.845703,1016.599976,19725,1780.300049,600,1.86,109.019257,130.285187,55,2845.648682
2,1338.085327,1261.900024,25557,1947.800049,600,1.86,110.525848,132.085663,55,2884.974365
3.1,1281.047852,740.900024,22682,1872.199951,471.928986,3,118.919662,141.412766,55,3597.624756
3.1,1413.612305,739.299988,22642,1870.5,600,3,131.225632,156.046326,39.543713,8752.311523
3.1,1393.763428,740.099976,22612,1871.300049,600,3,129.383057,153.855255,40.106857,8640.174805
4,1280.538208,621.700012,24476,1935.699951,600,2.02,129.590469,154.37674,55,3645.408447
3.8,1744.812744,527.799988,26421,1770.400024,600,2.02,173.329697,206.530563,55,6180.270996
4.2,1744.922852,530.099976,29625,1848,432,2.71,179.831757,213.640121,53.383232,3824.478271
5.75,1500,400.600006,27206,1874.400024,600,2.74,176.212509,208.88797,45.1124,5503.390625
4.6,1636.824707,526.200012,30341,1913.699951,522.836243,2.71,174.780151,207.519104,54.926147,3725.609863
3.03,1575.459717,612.799988,21930,1716,600,2.42,145.224304,173.010391,55,3842.781738
3,1599.675903,755,27464,1861.300049,600,1.9,147.010223,175.413635,55,4988.526367
11,1666.37793,196.600006,26576,1826.099976,0,0,277.118652,332.542419,31,0
2.5,1087.188599,1156.599976,23520,2071,600,2,94.857201,113.233902,55,1916.179443
2,1290.942383,1385.800049,27040,2046,600,1.86,106.631851,127.432068,55,2783.332031
2,1270.753784,1438.300049,23240,2070,600,1.86,104.964264,125.439194,55,2739.804199
2,1319.656006,1294,25390,1967,380.949036,1.66,109.003593,130.323364,55,1722.482544
2,1135.781006,1335.800049,21520,1999,600,1.86,93.815514,112.115707,55,2970.087402
2,1138.579346,1437.300049,23450,2077,600,1.86,94.046661,112.391937,55,2977.405273
2.75,1415.920776,934.700012,26027,1963,567.136047,1.9,126.8311,151.387085,55,2862.896973
2.95,1744.383057,693.200012,27426,1784.400024,600,2.14,159.497665,190.193985,55,5680.969727
2.95,1764.801514,693.599976,27296,1784.900024,431.72644,2.14,161.364639,192.420258,55,3487.145508
2.95,1746.1521,690.900024,27356,1782,600,2.14,159.659424,190.386856,55,5686.730469
2.95,1731.950195,693,27386,1784.199951,600,2.14,158.36087,188.838394,55,5436.5
2.52,1524.938599,1027,30066,1955,600,2.14,133.334534,159.102905,55,3519.508545
2.52,1541.848877,1027,30276,1959,600,2.14,134.813095,160.867218,55,3558.537109
2.95,1851.531982,695.400024,27346,1786.800049,397.119659,2.14,169.294846,201.876678,55,3636.352051
2.95,1751.62915,690.799988,27406,1781.900024,429.661682,2.14,160.160217,190.984024,55,3440.145996
2.95,1817.441528,692.200012,27416,1783.5,406.293152,2.14,166.17778,198.159714,55,3569.399414
2.95,1747.891235,691.400024,27326,1782.599976,600,2.14,159.818436,190.576477,55,5741.663086
2.95,1729.69165,690.099976,27426,1781.199951,600,2.14,158.154358,188.592148,50.140114,6317.851074
2.95,1778.133789,676.599976,26678,1766.900024,423.044678,2.14,162.583679,193.873886,55,3492.200195
2.95,1740.355713,689.700012,27326,1780.699951,600,2.14,159.12944,189.754868,55,5716.909668
2.95,1772.08728,699.599976,27626,1791.199951,425.569733,2.14,162.030807,193.214645,55,3480.325195
3.02,1553.352417,775,27160,1867,600,2.42,143.042023,170.413422,55,3752.71875
3.02,1565.655151,775,28192,1897,600,2.42,144.174927,171.763107,55,3782.44043
3.02,1539.97998,772,27130,1860,600,2.42,141.810593,168.946365,55,3872.16626
3.02,1581.516235,804,27360,1866,600,2.42,145.635513,173.503189,55,3811.32373
3.02,1558.399536,804,28212,1905,600,2.42,143.506775,170.967133,55,3757.956787
2.52,1556.990234,931,27360,1879,600,2.14,136.136993,162.446991,55,5583.360352
2.52,1574.300537,959,28122,1891,600,2.14,137.650543,164.253036,55,5645.435059
2.52,1540.629761,931,27330,1875,600,2.14,134.706497,160.740036,55,3786.461914
2.29,1162.145996,886,21356,1929,557.694641,2,99.127571,118.37072,55,1879.972534
1.99,1174.118896,1278,21566,1947,600,1.86,96.873024,115.771492,55,2475.414795
2.29,1161.966064,1094,21496,1933,557.798523,2,99.112228,118.352402,55,1879.681519
2.29,1143.91626,1093,21556,1931,596.093506,2,97.572624,116.513924,55,1913.27771
2.29,1138.949219,1093,21486,1932,600,2,97.148964,116.008011,55,1909.306641
2.29,1109.300049,1090,21516,1928,600,2,94.619972,112.988075,55,1859.603271
2.29,1109.599976,1090,21446,1927,600,2,94.645546,113.018623,55,1860.106079
2.29,1104.599976,1098,21336,1932,600,2,94.219063,112.509354,55,1851.724243
1.99,1133.952026,1278,21346,1945,600,1.86,93.558975,111.810921,55,3375.373779
1.99,1076.604736,1284,21446,1948,600,1.86,88.827431,106.156319,55,3204.671143
2.3,1098.332275,1107,20456,1941,523.1875,2,93.786598,111.991135,55,1880.843994
2.52,1575.729492,929,28252,1900,600,2.14,137.775482,164.40213,55,5709.668457
2.52,1553.302368,958,28021,1897,600,2.14,135.814545,162.062225,55,5651.23877
2.52,1557.469971,929,27250,1872,600,2.14,136.17894,162.497025,55,5643.504883
2.52,1546.126587,962,28212,1901,591.319702,2.14,135.187119,161.313538,55,3182.209961
2.52,1560.078613,961,28162,1898,600,2.14,136.407028,162.769196,55,5660.871582
2.52,1612.798462,958,28132,1900,600,2.14,141.016647,168.269669,55,5847.087402
4.99,1291.702026,444,21576,1811,600,2.71,142.612946,169.237595,55,3289.062744
3.99,1317.237305,444,21646,1826,600,2.42,133.1819,158.432404,55,5352.333496
3.49,1336.196533,635,21586,1820,600,2.42,128.885513,153.432953,55,5188.19043
3.49,1335.626831,555,21336,1820,600,2.42,128.830566,153.367538,55,5583.558105
4.99,1297.378784,666,21206,1820,600,2.71,143.2397,169.981354,55,3331.117432
3.99,1335.266968,555,21556,1825,600,2.42,135.004837,160.600937,55,5860.950195
2.99,1271.383667,743,21496,1825,600,2.14,116.721924,139.17746,55,4086.183594
2.99,1316.787598,737,21466,1815,600,2.14,120.89032,144.147781,55,4233.666504
3.94,1380.990967,562,21616,1821,600,2.42,138.985703,165.348083,55,3881.282715
3.94,1338.655029,562,22046,1834,600,2.42,134.724915,160.279129,55,5727.5
3.99,1405.207031,555,21566,1820,600,2.42,142.076263,169.013077,55,3949.784912
4.49,1260.5,493,21486,1819,533.584167,2.71,133.306686,158.301514,55,3091.483887
4.99,1338.934937,574,21556,1821,540,2.71,147.827774,175.425995,55,3418.427734
4.99,1320.165649,442,21486,1809,565.14032,2.71,145.755524,172.966873,55,3370.508057
3.99,1258.300049,557,21256,1828,600,2.42,127.222946,151.343658,55,4705.813477
3.99,1357.594116,557,21456,1817,413.109802,2.42,137.262268,163.286377,55,3795.36499
4.99,1292.36145,443,21506,1810,255.133972,2.71,142.685745,169.324005,55,3280.82251
5,1337.63562,503,21426,1815,540,2.71,147.808731,175.401123,55,3416.728516
4.99,1297.878418,446,21586,1824,571.985352,2.71,143.294861,170.046814,55,3313.723389
2.99,1330.519775,743,21556,1820,600,2.14,122.151039,145.651047,55,3903.357422
2.99,1411.853271,741,21566,1819,482.882019,2.14,129.618027,154.554565,55,2872.700684
3.99,1382.859619,553,21466,1811,600,2.42,139.816788,166.325211,55,3873.59668
4.99,1323.723633,446,21616,1824,515.997009,2.71,146.148361,173.433044,55,3389.623535
4.99,1323.053955,446,21536,1820,513.984497,2.71,146.074417,173.345291,55,3384.338379
3.49,1372.276001,636,21296,1816,600,2.42,132.365631,157.575882,55,3680.245361
3.49,1372.175781,636,21506,1822,600,2.42,132.355972,157.564377,55,3679.976563
2.99,1327.571289,741,21496,1820,600,2.14,121.880341,145.328262,55,4314.391602
3.19,1289.263306,564,22816,1867,600,2.42,120.761421,143.829224,55,4383.392578
3.19,1308.04248,564,17526,1664,600,2.42,122.520424,145.924225,55,4479.266602
2.29,1126.316284,1105,20526,1935,504.951233,2,96.071404,114.721275,55,1930.683472
2.29,1180.325439,1105,20506,1937,454.133057,2,100.678215,120.222389,55,1956.692871
2.49,1285.785156,891,21406,1816,429.730438,2,112.065186,133.777618,55,2198.173096
2.99,1305.294189,710,20706,1791,600,2.14,119.835152,142.889603,55,4252.272949
2.29,1291.112061,961,21446,1821,405.714874,2,110.127991,131.506592,55,2140.350342
2.49,1319.046387,884,21516,1821,416.179077,2,114.964134,137.238251,55,2255.036133
2.49,1264.097656,854,20476,1784,432,2,110.174973,131.521194,55,2161.096191
2.29,1310.601074,961,21456,1825,397.967377,2,111.790344,133.491653,55,2172.658203
2.29,1297.938232,955,21376,1822,402.978058,2,110.710243,132.201874,55,2151.66626
2.29,1315.878052,962,21436,1819,395.903717,2,112.240456,134.029144,55,2181.40625
2.49,1296.369385,891,21426,1820,425.329834,2,112.987679,134.87886,55,2216.267822
4.49,1317.977051,493,21476,1816,481.836792,2.71,139.3853,165.519867,55,3247.727539
2.99,1364.909912,712,20746,1789,471.605072,2.14,125.308289,149.41571,55,2796.224121
2.49,1384.908691,844,20556,1786,600,2,120.704491,144.09079,55,3667.913574
3.99,1308.47229,559,21616,1820,600,2.42,132.2957,157.378189,55,5015.164063
2.99,1290.962402,771,21526,1851,600,2.14,118.519402,141.32074,55,4345.67334
3.99,1259.900024,498,21446,1817,600,2.42,127.384712,151.536072,55,4657.60791
2.99,1326.292236,699,21486,1819,600,2.14,121.762924,145.188263,55,4464.736816
4.99,1300.56665,891,21596,1828,520.133484,2.71,143.59166,170.399033,55,3336.009766
4.49,1322.064453,442,21496,1816,461.444489,2.71,139.817566,166.033173,55,3229.923828
4.49,1344.151855,498,21656,1826,457.736969,2.71,142.153473,168.807053,55,3298.469238
3.99,1365.179932,771,22396,1851,600,2.42,138.029251,164.198761,55,3834.70166
2.49,1400.769409,854,20646,1795,600,2,122.086861,145.740982,55,3689.974365
4.99,1323.753662,445,21576,1811,492.040833,2.71,146.151672,173.436981,55,3381.093018
4.99,1339.834351,444,21566,1811,490.053131,2.71,147.927094,175.543839,55,3422.165771
2.49,1291.651855,891,21416,1822,406.491577,2,112.576508,134.388016,55,2197.249512
2.3,1363.870605,1097,21396,1824,600,2,116.460922,139.066666,55,3496.99585
2.29,1137.27002,1097,21476,1934,477.71405,2,97.005722,115.836967,55,1939.818237
2.29,1278.938965,962,21406,1830,390.65799,2,109.089661,130.266708,55,2109.746582
4.49,1349.798584,492,21026,1818,456.167572,2.71,142.750641,169.516205,55,3312.547852
2.29,1325.482544,966,21636,1828,373.471375,2,113.059685,135.007401,55,2186.524658
2.59,1279.308838,821,20526,1792,600,2.14,112.690468,134.453827,55,4334.318359
2.49,1317.087402,905,22006,1839,396.4104,2,114.793396,137.034424,55,2240.518311
2.99,1281.877563,762,21646,1838,600,2.14,117.685333,140.326202,55,4552.858887
3.99,1302.385742,553,21536,1816,600,2.42,131.680313,156.646103,55,4928.523438
3.99,1323.383789,555,22336,1850,600,2.42,133.803375,159.171692,55,5007.985352
2.99,1318.956177,737,21496,1827,600,2.14,121.089417,144.385178,55,4468.006348
2.99,1324.393066,738,21476,1818,600,2.14,121.588554,144.980347,55,4486.423828
2.99,1323.383789,738,21496,1817,600,2.14,121.495895,144.869873,55,4497.265137
2.99,1306.483398,738,21046,1822,600,2.14,119.944328,143.019791,55,4140.117188
2.99,1303.664917,740,21496,1819,600,2.14,119.68557,142.711273,55,4092.435059
2.99,1331.369141,740,21526,1819,600,2.14,122.229019,145.744019,55,4078.844238
2.99,1311.68042,738,21486,1825,600,2.14,120.421455,143.588715,55,4090.501709
2.52,1598.08667,962,28001,1897,600,2.14,139.730316,166.734741,55,5803.861816
2.52,1542.958252,959,28152,1899,352.468567,2.14,134.910095,160.982971,55,2955.290527
2.52,1550.224243,962,28232,1896,600,2.14,135.54541,161.741043,55,5630.037109
2.52,1557.020264,961,28132,1899,600,2.14,136.139618,162.450104,55,5654.718262
2.52,1561.997437,962,28072,1896,600,2.14,136.574814,162.969391,55,5646.986816
2.52,1557.000366,962,28162,1898,600,2.14,136.137894,162.448044,55,5664.692871
2.49,1499.932861,926,27350,1908,600,2,130.72966,156.058319,55,3551.797119
2.52,1535.58252,964,28262,1898,479.427704,2.14,134.265182,160.21344,55,3301.582031
2.52,1557.949585,964,27320,1875,600,2.14,136.220871,162.547058,55,5641.148438
2.52,1566.055176,962,28062,1897,600,2.14,136.929596,163.392761,55,5680.563477
2.92,1557.060181,797,27049,1861,600,2.14,141.935379,169.259354,55,5910.654785
1.99,1526.357666,1162,26650,1874,164.090271,1.86,125.935196,150.50325,55,2922.754883
2.92,1534.922852,797,27170,1866,600,2.14,139.917435,166.852936,55,4514.486328
2.92,1556.69043,793,26999,1859,600,2.14,141.901672,169.219193,55,5946.644531
1.99,1552.452637,1043,27036,1879,480.443115,1.86,128.088211,153.076294,55,4250.196777
2.59,1459.525879,940,27130,1907,600,2.14,128.565247,153.394424,55,4120.542969
2.49,1418.789307,1029,27270,1953,600,2,123.657425,147.615845,55,3429.761963
4.99,1296.968872,446,21166,1811,566.104736,2.71,143.194443,169.927643,55,3301.672852
4.99,1283.446533,442,21496,1815,565.554565,2.71,141.701477,168.155975,55,3224.575195
4.49,1365.919556,492,21566,1823,432,2.71,144.455551,171.540787,55,3078.861816
3.49,1448.992188,634,21486,1812,600,2.42,139.765442,166.385056,55,3818.063477
4.99,1148.473877,512,21396,1922,600,2.71,126.799553,150.47197,53.052895,5330.959473
2.29,1177.237305,1098,21346,1929,199.924866,2,100.41481,119.907845,55,1993.49292
2.3,1429.223267,1031.099976,21100,1911.699951,322.99707,2.68,122.041382,145.492157,55,3310.79834
4.5,1651.276367,409.5,22200,1710.800049,600,2.8,174.787598,207.48642,31,10584.20313
3.5,1520.661011,663.599976,26700,1880.900024,192.661087,2.02,146.819824,175.007736,55,3357.227051
2.28,1573.780762,841.5,23023,1738.800049,121.666046,2,134.092422,160.125717,55,3127.949707
2.3,1345.151245,1184.300049,27324,2012.099976,103.302612,2,114.862473,137.157959,55,2215.506104
5.2,1688.64502,443.200012,27675,1876,45.57777,3,189.73616,224.829163,50.596581,4347.307617
5.51,1509.599976,412.299988,27006,1871,600,2.74,173.970825,206.289337,46.335064,5485.458984
2.5,1564.49585,586,17650,1553.400024,600,1.78,136.502243,163.039322,55,4385.298828
2,1711.521973,1226.599976,23294,1941,381.218903,1.86,141.371719,168.948502,55,4693.461914
